corp_name,corp_code,stock_code,liabilities_ratio,current_ratio,retention_rate,gross_profit_rate,net_profit_rate,ROE,sales_growth_rate,profit_change_rate,cashdivide,dividend,divide_count,VHF,updown,beta,financial_stability,profitability,volatility,growth,dividend_stability,final_label
퀀타매트릭스,1311286,317690,12.3020808316167,460.782644356787,264.447035343078,29.2950884146788,-595.102995484026,-61.1253667313944,99.20847931878532,-1.0,1.1,9.9,0,23.8095238095238,0.87,-0.66,C,B,B,C,C,CBBCC
엔지켐생명과학,606886,183490,5.92332371924202,1521.21467064678,317.455319641572,10.245603788233,-25.008927934238,-4.53149406608306,15.1852083839579,-1.0,1.1,9.9,0,30.4,9.85,1.37,C,B,B,C,C,CBBCC
동원금속,118008,18500,299.875782081201,43.99008086915431,142.100957984476,25.253050220380903,4.76640835394699,18.8180488695576,9.61192491147757,-1.0,4.0,9.9,1,46.5909090909091,89.2,1.29,C,A,B,B,C,CABBC
쿠쿠홀딩스,132354,192400,8.07047808558371,1989.48024833668,35298.8278605772,97.2051733000005,77.7173423073258,6.54416877148287,12.748595970606798,0.107798267717292,6.6,28.3,3,33.8461538461539,-0.43,0.83,A,B,B,C,C,ABBCC
원일특강,143907,12620,70.8604346911193,165.361208647728,6195.19349540909,6.885455429763001,2.19747658812203,5.51949832357472,2.9020717737362203,-0.0349109012875128,2.5,12.1,3,41.4634146341463,-6.5,0.15,C,B,B,B,C,CBBBC
선진뷰티사이언스,132202,86710,76.4702670723943,130.281482676955,1041.15532628933,28.5727043131049,7.1999200253261,7.26696246250984,14.2052954403625,0.496526467977115,8.0,7.19,3,52.5641025641026,21.99,0.85,C,B,B,C,C,CBBCC
풍원정밀,417167,371950,77.9397317794919,73.3648605762052,447.296699534726,-20.971379495067,-53.9002433928927,-38.0100864531415,0.98084135052736,-1.0,8.0,7.19,0,24.3243243243243,-31.75,0.3,C,B,B,B,C,CBBBC
안트로젠,631837,65660,15.4403411554049,524.040907758087,1822.04271804195,41.019255332326296,-43.703702876385,-2.19463951822933,-7.15390255405642,-1.0,8.0,7.19,0,76.5327695560254,16.26,0.64,A,B,B,C,C,ABBCC
형지엘리트,441243,93240,83.0590894653578,206.520604574096,326.223157845543,18.3395933830235,1.61462820575517,2.27429949157291,16.940643824583603,-1.0,8.0,7.19,0,39.3548387096774,5.8,0.28,C,B,A,C,C,CBACC
마이크로디지탈,1267967,305090,243.783799658862,102.50225631096,-57.092681394721,56.942028445201096,5.44419419629526,6.77035586831186,36.0491850140235,-1.0,8.0,7.19,0,28.7234042553192,106.68,1.32,C,B,B,C,C,CBBCC
